CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
**** ****|5 Kasım 2020|PREMİUM AVM satıcısından alındı.,Şık ve uygun fiyatlı. Özenle paketlenmişti.,"['iyipaketleme','uygunfiyat']",28,Stylish and affordable priced. It was carefully packaged.,"['good -up', 'convenience']","['good -up', 'convenience']","['stylish', 'affordable', 'priced', 'carefully', 'packaged']",stylish affordable priced carefully packaged
a** a**|21 Ekim 2020|Culinary Life satıcısından alındı.,paketleme cok güzeldi ürünler saglam birsekilde elime ulasti,['iyipaketleme'],28,"Packaging was very nice, the products reached my hand in a sound.",['good -up'],['good -up'],"['packaging', 'nice', 'product', 'reached', 'hand', 'sound']",packaging nice product reached hand sound
Burçin Kaçar|20 Ekim 2020|HLC HOME satıcısından alındı.,Hem uygun hem çok şık ve özenli paketleme,['iyipaketleme'],28,Both suitable and very stylish and attentive packaging,['good -up'],['good -up'],"['suitable', 'stylish', 'attentive', 'packaging']",suitable stylish attentive packaging
serkan sezer|16 Ekim 2020|Merve Home satıcısından alındı.,meşrubat bardağına bayıldık çok güzel paketleme cok iyi teşekkürler,['iyipaketleme'],28,We love the soft drink glass very nice packaging very well thanks,['good -up'],['good -up'],"['love', 'soft', 'drink', 'glass', 'nice', 'packaging', 'well', 'thanks']",love soft drink glass nice packaging well thanks
Esen Levent|16 Ekim 2020|ALDINALDIN satıcısından alındı.,"Çok uzun zamandır almak istediğim bir üründü, indirimde aldım hem hızlı kargo hem de güzel paketleme",['iyipaketleme'],28,"It was a product I wanted to buy for a long time, I got it on a discount, both fast shipping and beautiful packaging",['good -up'],['good -up'],"['product', 'wanted', 'buy', 'long', 'time', 'got', 'discount', 'fast', 'shipping', 'beautiful', 'packaging']",product wanted buy long time got discount fast shipping beautiful packaging
ece yiğit|10 Ekim 2020|ALDINALDIN satıcısından alındı.,Çok şıklar fiyatı piyasaya göre uygun paketleme özenliydi,['iyipaketleme'],28,The price of very options was suitable for the market according to the market.,['good -up'],['good -up'],"['price', 'option', 'suitable', 'market', 'according', 'market']",price option suitable market according market
Fatma Sönmez|10 Ekim 2020|ALDINALDIN satıcısından alındı.,bardakları çok beğendik . gayet güzel paketlenmişti.,['iyipaketleme'],28,We liked the cups very much. It was packed very well.,['good -up'],['good -up'],"['liked', 'cup', 'much', 'packed', 'well']",liked cup much packed well
K** K**|8 Ekim 2020|ALDINALDIN satıcısından alındı.,Sorunsuz cok iyi paketlenmisti ve kiriksiz geldi cok sukur bardaklar harikaa kesinlikle oneriyorum,['iyipaketleme'],28,It was very well packaged without any problems and it came without dir.,['good -up'],['good -up'],"['well', 'packaged', 'without', 'problem', 'came', 'without', 'dir']",well packaged without problem came without dir
**** ****|6 Ekim 2020|ALDINALDIN satıcısından alındı.,daha öncede almıştım paketleme çok iyi ürünler her zaman ki gibi 👍,['iyipaketleme'],28,I bought it before packaging very good products as always 👍,['good -up'],['good -up'],"['bought', 'packaging', 'good', 'product', 'always']",bought packaging good product always
**** ****|5 Ekim 2020|tradeland satıcısından alındı.,10 numara paketleme ve harika tasarımlar 😌,['iyipaketleme'],28,Number 10 Packaging and Great Designs 😌,['good -up'],['good -up'],"['number', 'packaging', 'great', 'design']",number packaging great design
**** ****|2 Ekim 2020|ALDINALDIN satıcısından alındı.,Beklediğimden güzel kaliteli ve şık bir ürün. Paketlenmesi de özenli yapılmıştı. Memnun kaldım.,"['iyipaketleme','ürüngüzel','kaliteliürün']",28,It is a good quality and stylish product than I expected. The packaging was also attentive. I was satisfied.,"['good -up', 'Product', 'your quality']","['good -up', 'Product', 'your quality']","['good', 'quality', 'stylish', 'product', 'expected', 'packaging', 'also', 'attentive', 'satisfied']",good quality stylish product expected packaging also attentive satisfied
K** Ş**|30 Eylül 2020|Kitchen Crazy satıcısından alındı.,cok begendim. paketleme harika. günlük kullanım için aldm. cok kullanışlı 🤝🏽,['iyipaketleme'],28,I like it a lot. Packaging is great. I bought it for daily use. Very useful 🤝🏽,['good -up'],['good -up'],"['like', 'lot', 'packaging', 'great', 'bought', 'daily', 'use', 'useful']",like lot packaging great bought daily use useful
Selin serin|30 Eylül 2020|tradeland satıcısından alındı.,aşırı özenli paketlenmiş gönül rahatlığıyla alabilirsiniz bardaklar çok güzel,['iyipaketleme'],28,You can get extremely carefully packaged with peace of mind.,['good -up'],['good -up'],"['get', 'extremely', 'carefully', 'packaged', 'peace', 'mind']",get extremely carefully packaged peace mind
Vilayet Babayev|29 Eylül 2020|tradeland satıcısından alındı.,gunluk kullanım ıcın cok guzeller 👌🤤ve paketleme cok ıyıydı kırıksız sekılde ulaştı.,"['iyipaketleme','günlükkullanım']",28,"For daily use, it was very beautiful 👌🤤 and packaging was very good.","['good -up', 'Daily Office']","['good -up', 'Daily Office']","['daily', 'use', 'beautiful', 'packaging', 'good']",daily use beautiful packaging good
Nilufer guler|29 Eylül 2020|Kitchen Crazy satıcısından alındı.,paketleme guzeldi sorun yasamafim kalite olarakta geyet iyi cokta şık duruyo,"['iyipaketleme','şıkduruyor']",28,Packaging was nice problem,"['good -up', 'makes it stylish']","['good -up', 'makes it stylish']","['packaging', 'nice', 'problem']",packaging nice problem
**** ****|29 Eylül 2020|billhom satıcısından alındı.,Ürün hem göründüğü gibi geldi hem de paketlenmesi çok iyiydi. Teşekkür ederim,['iyipaketleme'],28,The product came as it appeared and the packaging was very good. Thank you,['good -up'],['good -up'],"['product', 'came', 'appeared', 'packaging', 'good', 'thank']",product came appeared packaging good thank
Sakine Akdağ|29 Eylül 2020|Kitchen Crazy satıcısından alındı.,ürünler çokk güzel paketlenmişti boyutu da çok iyi çeyizim için aldım çok beğendimmm,['iyipaketleme'],28,The products were very nicely packaged.,['good -up'],['good -up'],"['product', 'nicely', 'packaged']",product nicely packaged
**** ****|28 Eylül 2020|billhom satıcısından alındı.,Çok güzel paketlenmis çok güzel bi ürün bayıldım,"['iyipaketleme','ürüngüzel']",28,Very nice packaged a very nice product I love,"['good -up', 'Product']","['good -up', 'Product']","['nice', 'packaged', 'nice', 'product', 'love']",nice packaged nice product love
D** K**|26 Eylül 2020|Lazoğlu Bıçakları satıcısından alındı.,"Paketlemesi çok güzeldi, hepsi sağlam ulaştı elime. Teşekkürler.",['iyipaketleme'],28,"The packaging was very nice, they all reached firmly. Thanks.",['good -up'],['good -up'],"['packaging', 'nice', 'reached', 'firmly', 'thanks']",packaging nice reached firmly thanks
**** ****|26 Eylül 2020|tradeland satıcısından alındı.,tek kelime ile muhteşem hızlı kargo ve çok güzel paketleme teşekkür ederim,"['iyipaketleme','hızlıteslimat']",28,Magnificent fast shipping with one word and very nice packaging thank you,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['magnificent', 'fast', 'shipping', 'one', 'word', 'nice', 'packaging', 'thank']",magnificent fast shipping one word nice packaging thank
Zehra Gülek|26 Eylül 2020|tradeland satıcısından alındı.,Hem fiyatı uygun hem kaliteli hızlı kargo ve güzel paketleme için teşekkür ederim,"['iyipaketleme','uygunfiyat','hızlıteslimat']",28,Thank you for both the price affordable and quality fast shipping and beautiful packaging,"['good -up', 'convenience', 'Speedeslimat']","['good -up', 'convenience', 'Speedeslimat']","['thank', 'price', 'affordable', 'quality', 'fast', 'shipping', 'beautiful', 'packaging']",thank price affordable quality fast shipping beautiful packaging
k** k**|24 Eylül 2020|MEDPA HOME satıcısından alındı.,ürün güzel ve satıcı iyi paketleme kargolama çok iyi teşekkürler.,"['iyipaketleme','ürüngüzel']",28,The product is beautiful and the seller good packaging shipping very well thanks.,"['good -up', 'Product']","['good -up', 'Product']","['product', 'beautiful', 'seller', 'good', 'packaging', 'shipping', 'well', 'thanks']",product beautiful seller good packaging shipping well thanks
A** y**|22 Eylül 2020|H&K OYUNCAK VE ZÜCCACİYE satıcısından alındı.,paketleme güzel. bardak boyutları ideal ve sağlam görünüyor. Çok beğendim tavsiye ederim,['iyipaketleme'],28,"Packaging is nice. The glasses look ideal and solid. I like it very much, I recommend",['good -up'],['good -up'],"['packaging', 'nice', 'glass', 'look', 'ideal', 'solid', 'like', 'much', 'recommend']",packaging nice glass look ideal solid like much recommend
**** ****|15 Eylül 2020|ucuzcuyuzavm satıcısından alındı.,güzel paketlenmiş çok beğendim tavsiye ederim,['iyipaketleme'],28,"I liked it very well, I recommend it very much",['good -up'],['good -up'],"['liked', 'well', 'recommend', 'much']",liked well recommend much
Z** E**|1 Eylül 2020|ALDINALDIN satıcısından alındı.,Ürün çok güzel paketleme harikaydı bu kadarını beklemiyordum 🤗🤗 teşekkürler trendyol.,"['iyipaketleme','ürüngüzel']",28,"The product was very nice packaging was great, I didn't expect that much 🤗🤗 Thank you Trendyol.","['good -up', 'Product']","['good -up', 'Product']","['product', 'nice', 'packaging', 'great', 'expect', 'much', 'thank', 'trendyol']",product nice packaging great expect much thank trendyol
l** s**|26 Ağustos 2020|tradeland satıcısından alındı.,Misafirlerim için aldım. Henüz kullanmadm ama paketlemesi iyi ve görünümleri oldukça şık,"['iyipaketleme','şıkduruyor']",28,"I bought it for my guests. I haven't used it yet, but it is good to package and its views are quite stylish","['good -up', 'makes it stylish']","['good -up', 'makes it stylish']","['bought', 'guest', 'used', 'yet', 'good', 'package', 'view', 'quite', 'stylish']",bought guest used yet good package view quite stylish
D** T**|20 Ağustos 2020|ALDINALDIN satıcısından alındı.,Çok beğendim teşekkürler çeyizimm icin aldim kargo paketlemesi iyiydi,['iyipaketleme'],28,"I liked it very much, I bought it for my dowry.",['good -up'],['good -up'],"['liked', 'much', 'bought', 'dowry']",liked much bought dowry
Fazilet Kalyoncu|5 Nisan 2020|Doğuş Mutfak satıcısından alındı.,Harika fiyat çok iyi ürün güzel paketlenmiş,"['iyipaketleme','ürüngüzel','uygunfiyat']",28,Great price very good product beautiful packaged,"['good -up', 'Product', 'convenience']","['good -up', 'Product', 'convenience']","['great', 'price', 'good', 'product', 'beautiful', 'packaged']",great price good product beautiful packaged
**** ****|4 Nisan 2020|bittigeldi satıcısından alındı.,İndirimde aldım çok güzel paketlenmişti severek kullanıyorum,['iyipaketleme'],28,"I bought it on sale, it was very nicely packaged, I use it fondly",['good -up'],['good -up'],"['bought', 'sale', 'nicely', 'packaged', 'use', 'fondly']",bought sale nicely packaged use fondly
Gamze Omuzubozlu|7 Mart 2020|Çarşı Bazaar satıcısından alındı.,"Ürün çok güzel paketlenmiş, hiç zarar görmeden gelmiş. Gayet şık bir ürün. Tavsiye ederim","['iyipaketleme','ürüngüzel']",28,"The product is very well packaged, it came without any damage. A very stylish product. I recommend","['good -up', 'Product']","['good -up', 'Product']","['product', 'well', 'packaged', 'came', 'without', 'damage', 'stylish', 'product', 'recommend']",product well packaged came without damage stylish product recommend
kader baz|25 Şubat 2020|Kitchen Crazy satıcısından alındı.,Paketlemesi çok güzel hepsi sağlam dı model de çok şık,['iyipaketleme'],28,"Packaging is very nice, they were all solid model too stylish",['good -up'],['good -up'],"['packaging', 'nice', 'solid', 'model', 'stylish']",packaging nice solid model stylish
cansu Arslan-Elite Üye|24 Şubat 2020|Kitchen Crazy satıcısından alındı.,Hem çok hızlı geldi hem de harika paketleme yapılmıştı.,"['iyipaketleme','hızlıteslimat']",28,It came very fast and was made great packaging.,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['came', 'fast', 'made', 'great', 'packaging']",came fast made great packaging
S** K**|23 Şubat 2020|MD KARDELEN MARKET satıcısından alındı.,Özenle paketlenmiş kırılır yazısıyla geldi gayet şık,['iyipaketleme'],28,It came with carefully packaged broken text.,['good -up'],['good -up'],"['came', 'carefully', 'packaged', 'broken', 'text']",came carefully packaged broken text
**** ****|17 Şubat 2020|MD KARDELEN MARKET satıcısından alındı.,Çok beğendim. Paketleme çök güzel. Beğendim için birtane daha sipariş ettim.👍,['iyipaketleme'],28,I like it a lot. The packaging is beautiful. I ordered another one for I like it.,['good -up'],['good -up'],"['like', 'lot', 'packaging', 'beautiful', 'ordered', 'another', 'one', 'like']",like lot packaging beautiful ordered another one like
**** ****|30 Ocak 2020|marketbizde satıcısından alındı.,Çok şıklar... ayrıca çok güzel paketleme yapmışsınız teşekkürler Trendyol,['iyipaketleme'],28,Very choice ... You also made a very nice packaging thanks trendyol,['good -up'],['good -up'],"['choice', 'also', 'made', 'nice', 'packaging', 'thanks', 'trendyol']",choice also made nice packaging thanks trendyol
M** Ç**|2 Ocak 2020|ÖZCE OYUNCAK satıcısından alındı.,İndirimdeyken almıştım paketlemesi gayet güzel,['iyipaketleme'],28,"I bought it when I was on a discount, its packaging is fine",['good -up'],['good -up'],"['bought', 'discount', 'packaging', 'fine']",bought discount packaging fine
**** ****|26 Aralık 2019|bittigeldi satıcısından alındı.,Çok güzel paketlenmisti . kırılmadan geldi çok memnun kaldım,"['iyipaketleme','ürüngüzel']",28,"It was packaged very well. It came without breaking, I was very pleased","['good -up', 'Product']","['good -up', 'Product']","['packaged', 'well', 'came', 'without', 'breaking', 'pleased']",packaged well came without breaking pleased
**** ****|10 Aralık 2019|ÖZCE OYUNCAK satıcısından alındı.,Ürünün fiyatı normal kalitesi paketlemesi çok güzel,['iyipaketleme'],28,The price of the product is very nice to package normal quality,['good -up'],['good -up'],"['price', 'product', 'nice', 'package', 'normal', 'quality']",price product nice package normal quality
**** ****|3 Aralık 2019|marketbizde satıcısından alındı.,"Arkadaşıma ev hediyesi aldım, çok şık ve güzel iyi paketlenmişti",['iyipaketleme'],28,"I bought a home gift to my friend, it was very stylish and well packaged",['good -up'],['good -up'],"['bought', 'home', 'gift', 'friend', 'stylish', 'well', 'packaged']",bought home gift friend stylish well packaged
Songül Çapanoğlu|29 Kasım 2019|marketbizde satıcısından alındı.,beğendim paketleme güzel başarılı kızlar alın ceyizinize,['iyipaketleme'],28,I like packaging nice successful girls get your gaze,['good -up'],['good -up'],"['like', 'packaging', 'nice', 'successful', 'girl', 'get', 'gaze']",like packaging nice successful girl get gaze
yağmur kalafat|27 Kasım 2019|Doğuş Mutfak satıcısından alındı.,Çeyizimin eksikliğiydi uygun fiyata aldım güzel paketlenmişti kırık olmadan geldi,"['iyipaketleme','uygunfiyat']",28,"It was the lack of my dowry, I bought it at an affordable price.","['good -up', 'convenience']","['good -up', 'convenience']","['lack', 'dowry', 'bought', 'affordable', 'price']",lack dowry bought affordable price
S** S** K**|19 Kasım 2019|MD KARDELEN MARKET satıcısından alındı.,Sade ve şık çok beğendim. Özenle paketlenmiş sorunsuz elime ulaştı çok memnun kaldım :),['iyipaketleme'],28,I liked it very much and stylish. I was very pleased with carefully packaged smoothly packed :),['good -up'],['good -up'],"['liked', 'much', 'stylish', 'pleased', 'carefully', 'packaged', 'smoothly', 'packed']",liked much stylish pleased carefully packaged smoothly packed
